id	score	topic	answer	problem_preview
923	0.444444	geometry	2	A circle with radius $r$ is inscribed in a square. A second circle is then inscribed tangent to two sides of the square and the first circle. If the radius of the first circle is $4$, what is the radius of the second circle?
924	0.666667	geometry	1080	In a unique polygon, every side is perpendicular to its next side in the cyclic order, and all interior angles are either 90° or 270°. If this polygon has 8 sides and one of its interior angles is 270°, what is the maximum possible sum of ...
925	0.444444	number_theory	1	There is a sequence of numbers that follows a unique pattern: starting with 1, each subsequent term is generated by squaring the sum of its digits. For example, the first term is 1, and the second term is \(1^2 = 1\). The third term is \((...
926	0.444444	geometry	\frac{1}{4}	In the coordinate plane, let \( P \) be a point inside the unit circle centered at the origin. Draw a line segment from \( P \) to the point \( A = (1, 0) \) on the x-axis. Let \( Q \) be the midpoint of this segment. Reflect point \( Q \)...
927	0.500000	combinatorics	1	There are 5 people standing in a row, numbered 1 to 5 from left to right. Each person is either a truth-teller or a liar. A truth-teller always tells the truth, while a liar always lies. Person 1 says, "There are exactly two truth-tellers ...
928	0.555556	combinatorics	3263443	A sequence of numbers is defined recursively by \(a_1 = 2\), and for \(n \geq 2\), \(a_n = a_{n-1}^2 - a_{n-1} + 1\). Find the value of \(a_6\).
929	0.666667	algebra	2022	** Let \( P(x) \) be a polynomial with real coefficients such that \( P(x) = x^3 + ax^2 + bx + c \). It is given that \( P(1) = 2023 \) and \( P(-1) = -2023 \). Determine the value of \( a + b + c \).
930	0.333333	number_theory	1	A positive integer \( n \) is called **special** if for any positive integer \( k \), the number \( n^2 + k \) is not divisible by 2021. Find all special numbers.
931	0.333333	combinatorics	45927	In a certain kingdom, the king has decreed that every year, each family must choose one of the three local festivals to celebrate, with no restrictions on how many times a family can choose the same festival in consecutive years. However, ...
932	0.555556	number_theory	26	Let \( f(x) \) be a polynomial of degree 4 with integer coefficients such that \( f(1) = 2 \), \( f(2) = 5 \), \( f(3) = 10 \), and \( f(4) = 17 \). Find the value of \( f(5) \).
933	0.333333	number_theory	1	** What is the smallest positive integer \( n \) such that \( n^2 - 1 \) is divisible by 10 and \( n^3 - 1 \) is divisible by 12?
934	0.375000	number_theory	1	Find all positive integers \( n \) such that the polynomial \( P(x) = x^n + nx^{n-1} + \binom{n}{2}x^{n-2} + \cdots + \binom{n}{k}x^{n-k} + \cdots + n \) has a root that is a rational number.
935	0.333333	number_theory	126	Consider a sequence of integers \( a_1, a_2, a_3, \ldots, a_{10} \) such that for each \( i \), \( 1 \leq i \leq 9 \), the difference \( a_{i+1} - a_i \) is either 1 or -1. If the sequence starts with \( a_1 = 1 \) and ends with \( a_{10} ...
936	0.555556	other	21	在一个正方体的每个面上写一个自然数，使得任意两个相邻面的数字之和等于这两个面对应的数字的乘积。如果正方体的六个面分别为a, b, c, d, e, f，且a=1, b=2, c=3, d=4, e=5, f=6，那么计算所有面的数字之和是多少？
937	0.500000	geometry	30^\circ	In an isosceles triangle \(ABC\) with \(AB = AC\) and \(\angle BAC = 20^\circ\), point \(D\) is on \(AB\) such that \(AD = BC\). Additionally, point \(E\) is on \(AC\) such that \(AE = BD\). Find the measure of \(\angle ACD\).
938	0.444444	geometry	24	A cube has a side length of 6 units. A plane cuts through the cube, parallel to one of its faces, at a distance of 2 units from that face. The plane then cuts through the cube along a line that intersects the midpoints of two opposite edge...
939	0.444444	geometry	0	In a mystical land, there are 100 cities arranged in a circle. Each city is connected to its two neighboring cities by a road. A traveler starts at a city and wishes to visit every other city exactly once before returning to the starting c...
940	0.777778	number_theory	6	Let \( P(x) = x^3 - ax^2 + bx - c \) be a cubic polynomial with integer coefficients such that \( P(1) = 17 \), \( P(2) = 34 \), and \( P(3) = 51 \). Find the value of \( c \).
941	0.500000	algebra	0	Let \( S \) be the set of all complex numbers \( z \) such that \( z^{2023} = 1 \). Define the function \( f(z) = z^2 + \frac{1}{z^2} \). Determine the sum of all values of \( f(z) \) for \( z \in S \).
942	0.777778	number_theory	7	Find the smallest positive integer \( n \) such that \( n^3 + 2n^2 + 3n \) is divisible by 7.
943	0.444444	geometry	10	Find the smallest positive integer $n$ such that the product of its digits in base 10 is a perfect square and $n$ is a multiple of 10.
944	0.444444	algebra	32	Let \( f(x) \) be a polynomial of degree 3 such that \( f(1) = 0 \), \( f(2) = 2 \), \( f(3) = 8 \), and \( f(4) = 18 \). Find the value of \( f(5) \).
945	0.444444	geometry	\frac{1}{8}	In the diagram below, we have a regular octagon \(ABCDEFGH\) with side length \(2\). Diagonals \(AC\) and \(DF\) intersect at point \(I\). What is the area of triangle \(AIC\), expressed as a fraction of the total area of the octagon? \[\t...
946	0.666667	algebra	18	Let $f(x)$ be a function defined for all real numbers $x$ such that $f(1) = 3$, $f(2) = 6$, and $f(3) = 11$. If for all $x$, $f(x) = x^2 + ax + b$, find the value of $f(4)$.
947	0.777778	algebra	1	Let \( f: \mathbb{R} \to \mathbb{R} \) be a function such that \( f(x + f(y)) = f(x) + y \) for all \( x, y \in \mathbb{R} \). Find all possible values of \( f(1) \).
948	0.555556	geometry	15	<content> There are 10 points on a circle, and each point is connected to exactly 3 other points. If a point is connected to two others, how many lines are drawn through the circle? Assume no three points are collinear. </content>
949	0.444444	number_theory	\frac{1}{2}	Let \( f(x) \) be a continuous function defined on \([0, 1]\) such that \( f(0) = 0 \) and \( f(1) = 1 \). Suppose that for all \( x \in [0, 1] \), \( f(x) \) satisfies the equation \( f(x) = f(1 - x) \). Furthermore, let \( S \) denote th...
950	0.714286	other	27	Given A, B, C are 2x2 matrices with tr(A) = tr(B) = tr(C) = 2 and det(A) = det(B) = det(C) = 3, if A^2 + B^2 + C^2 = \begin{pmatrix} 8 & 0 \\ 0 & 8 \end{pmatrix}, find det(ABC).
951	0.666667	algebra	124900	Find the sum of the first 50 terms of the sequence defined by \( a_n = n^3 - (n-1)^3 \) for \( n \geq 1 \).
952	0.666667	algebra	50.5	In a small village, there are 100 houses. Each house has a unique number from 1 to 100. Every night, the wizard of the village casts a spell on each house, changing the number on its door by either adding or subtracting 3 from the original...
953	0.333333	other	0	In the kingdom of Mathland, there are three types of coins: gold (G), silver (S), and bronze (B). The exchange rate between these coins is such that 1 gold coin is equivalent to 5 silver coins, and 1 silver coin is equivalent to 7 bronze c...
954	0.555556	geometry	r	A regular hexagon is inscribed in a circle with radius \(r\). If the hexagon is rotated about its center by an angle \(\theta\) such that \(0^\circ < \theta < 60^\circ\), find the minimum value of \(r\) for which the rotated hexagon still ...
955	0.777778	geometry	4\sqrt{13}	In a right-angled triangle \( ABC \) with \( \angle C = 90^\circ \), the lengths of the sides opposite to angles \( A \), \( B \), and \( C \) are \( a \), \( b \), and \( c \) respectively. If \( a + b = 20 \) and the area of the triangle...
956	0.333333	geometry	50	In a regular octagon \(ABCDEFGH\), vertices \(A\), \(C\), \(E\), and \(G\) are joined to form a smaller square inside the octagon. If the area of the octagon is 100 square units, what is the area of the smaller square?
957	0.444444	geometry	32400	Find the smallest positive integer \( n \) such that \( n \) is a perfect square and \( n \) is also a multiple of 2160.
958	0.333333	other	9	In a magical kingdom, there are three types of coins: gold, silver, and bronze. Each gold coin is worth 10 silver coins, and each silver coin is worth 10 bronze coins. A young adventurer finds a chest containing a total of 100 coins. If th...
959	0.777778	geometry	24	There exists a regular polygon where each exterior angle measures 15 degrees. How many sides does this polygon have?
960	0.555556	geometry	\left( \frac{\sqrt{2}}{2}, \frac{\sqrt{2}}{2} \right)	In the coordinate plane, a circle centered at the origin has radius 1. Points \(A\) and \(B\) lie on the circle such that the line segment \(AB\) passes through the origin and forms a \(60^\circ\) angle with the positive x-axis. Point \(C\...
961	0.555556	geometry	60^\circ	In triangle \( ABC \), points \( D \), \( E \), and \( F \) are on sides \( AB \), \( BC \), and \( CA \) respectively, such that \( AD = BE = CF \). If the angles at \( D \), \( E \), and \( F \) are \( \angle ADC = \angle BEC = \angle CF...
962	0.333333	geometry	40\sqrt{3}	In a triangle \( \triangle ABC \), the lengths of sides \( AB \) and \( AC \) are 10 and 14, respectively, and the length of the median from \( A \) to \( BC \) is 8. Find the area of the triangle \( \triangle ABC \).
963	0.555556	number_theory	(507, 505), (255, 251), (57, 35), (45, 1)	Find all integer solutions \((x, y)\) to the equation \(x^2 - y^2 = 2024\), where \(x\) and \(y\) are positive integers and \(x > y\).
964	0.666667	geometry	\frac{9\sqrt{2}}{2}	A circle with a radius of 9 units is inscribed in a square. A smaller square is inscribed within the circle such that its corners touch the circle. Find the side length of the smaller square if its diagonal is equal to the radius of the ci...
965	0.444444	geometry	2:1	In triangle ABC, points D, E, and F are on sides BC, CA, and AB respectively, such that AD, BE, and CF are concurrent at point P. If the lengths of the segments BD, DE, EF, and FA are given by \( x, y, z, \) and \( w \) respectively, and t...
966	0.444444	geometry	5\sqrt{29}	A circle with center \( O \) has radius 10 units. A point \( P \) lies on the circle, and a line segment \( PQ \) is drawn from \( P \) to a point \( Q \) on the extension of the diameter \( OP \) such that \( PQ = 15 \) units. If a point ...
967	0.333333	combinatorics	1310720	In a small village, there are 10 houses, each colored differently. The village has decided to host a yearly festival where each house decorates its exterior in a unique way. There are 5 decorations available, each representing a different ...
968	0.444444	geometry	(1, 1)	Find all pairs of positive integers $(x, y)$ such that $x^2 + 3y$ and $y^2 + 3x$ are both perfect squares. Prove that there are no other pairs satisfying this condition.
969	0.666667	other	40	A high school has 100 students. Each student is either a member of the chess club or the math club, or both. The chess club has 40 members, and the math club has 60 members. If the number of students who are members of both clubs is equal ...
970	0.777778	number_theory	1	What is the smallest positive integer $n$ for which $\sqrt{\frac{n}{2} + \frac{n}{3} + \frac{n}{6}}$ is an integer?
971	0.444444	geometry	22	In a magical forest, there are 100 different types of trees. Each tree has a unique number of leaves, and the number of leaves on each tree is a positive integer. It is known that no tree has fewer than 100 leaves or more than 1000 leaves....
972	0.777778	geometry	2	Let \( S \) be the set of all positive integers \( n \) such that \( n^3 + 5n^2 + 4n \) is a perfect square. Find the sum of all elements in \( S \).
973	0.666667	number_theory	210	What is the smallest positive integer $n$ such that $n^2$ is divisible by 9, 49, and 100?
974	0.555556	other	3	In a magical land, there are three types of coins: gold (G), silver (S), and bronze (B). A spell has been cast such that when two different types of coins are placed together, they transform into the third type. For example, a gold and a s...
975	0.444444	geometry	2	In the coordinate plane, consider a sequence of points \((P_n)\) where \(P_1\) is at \((0,0)\) and for \(n \geq 1\), \(P_{n+1}\) is the midpoint of the line segment joining \(P_n\) and the point \((2^n, 0)\). Let \(S\) be the set of all po...
976	0.666667	number_theory	10	Find the smallest positive integer \( n \) such that \( n \) is divisible by 10 and the product of its digits is also divisible by 10.
977	0.555556	geometry	60	A rectangular garden is to be enclosed by a fence. The length of the garden is twice its width, and the total area of the garden is 200 square meters. What is the perimeter of the garden in meters?
978	0.333333	number_theory	28	For a positive integer \( n \), define \( f(n) \) as the sum of the digits of \( n \) when \( n \) is written in base 10. For example, \( f(123) = 1 + 2 + 3 = 6 \). Find the smallest positive integer \( n \) such that \( f(n) = 10 \) and \...
979	0.666667	number_theory	8	What is the smallest positive integer that can be expressed as the sum of two distinct prime numbers and the product of two different integers, where both integers are greater than 1?
980	0.333333	algebra	\frac{3}{2}	Let \( a, b, \) and \( c \) be positive real numbers such that \( a^2 + b^2 + c^2 = 1 \). Prove that: \[ \frac{a^2}{b+c} + \frac{b^2}{a+c} + \frac{c^2}{a+b} \geq \frac{3}{2}. \]
981	0.333333	number_theory	\frac{19}{55}	In a certain game, you have a set of cards numbered from 1 to 12. You select three distinct cards at random. What is the probability that the sum of the numbers on the three cards is divisible by 3?
982	0.777778	geometry	15	In the coordinate plane, points \(A(0,0)\), \(B(20,0)\), and \(C(20,10)\) form a triangle. A line segment \(DE\) is drawn parallel to \(BC\) and \(DE\) intersects \(AB\) at \(D\) and \(AC\) at \(E\), such that the area of triangle \(ADE\) ...
983	0.333333	geometry	2	Let \( ABC \) be a triangle with \( AB = AC \). Point \( D \) lies on \( BC \) such that \( BD = 2DC \). The incircle of triangle \( ABD \) touches \( AB \) and \( AD \) at points \( P \) and \( Q \) respectively, while the incircle of tri...
984	0.555556	algebra	36	A polynomial \( P(x) \) satisfies the equation \( P(x+1) - P(x) = 2x + 3 \) for all real numbers \( x \). Given that \( P(0) = 1 \), find \( P(5) \).
985	0.777778	geometry	OR \perp PQ	Let \(ABC\) be a triangle with circumcenter \(O\) and incenter \(I\). The incircle touches \(BC\), \(CA\), and \(AB\) at \(D\), \(E\), and \(F\) respectively. Let \(P\) be the intersection of \(AI\) and \(DE\), and \(Q\) be the intersectio...
986	0.666667	logic_puzzle	2772	In the magical forest, there are two types of mystical trees: Whispering Willows and Enchanted Elms. Whispering Willows grow in a unique pattern: they double in number every year, starting with 2 trees. Enchanted Elms also grow in a peculi...
987	0.444444	geometry	\frac{1}{6}	In a triangle \( ABC \), let \( D \) be a point on \( BC \) such that \( BD:DC = 2:1 \). Let \( E \) be a point on \( AC \) such that \( AE:EC = 1:1 \). The line \( DE \) intersects the circumcircle of \( ABC \) again at point \( F \). If ...
988	0.333333	geometry	1	In the Cartesian plane, consider points $A(0, 0)$, $B(1, 0)$, and $C(0, 1)$. A point $P(x, y)$ is chosen such that it lies on the line segment $AB$ and the area of triangle $APC$ is equal to the area of triangle $BPC$. If $P$ also satisfie...
989	0.555556	geometry	125	In triangle \( ABC \), the angle bisectors of \( \angle BAC \) and \( \angle ABC \) intersect at point \( I \). If \( \angle BAC = 50^\circ \) and \( \angle ABC = 60^\circ \), find the measure of \( \angle AIC \) in degrees.
990	0.777778	geometry	1	Find the smallest positive integer \( n \) such that \( n^2 + 14n + 49 \) is a perfect square.
991	0.555556	combinatorics	1	Consider the function \( f(x) \) defined on the interval \( [0, 1] \) such that \( f(x) = x^2 + 2bx + c \) where \( b \) and \( c \) are constants. Suppose that for any \( x \) in the interval, the value of \( f(x) \) is always less than o...
992	0.333333	number_theory	98	Find the number of ordered pairs of integers $(x, y)$ such that $1 \leq x, y \leq 50$ and the equation $x^2 + y^2 = 2xy + 1$ holds.
993	0.666667	number_theory	2	What is the remainder when \( 5^{2024} + 7^{2024} \) is divided by 9?
994	0.444444	other	\infty	Find the value of \( x \) such that \( \left(1 + \frac{1}{x}\right)^{x+1} = e \).
995	0.444444	geometry	4\sqrt{10}	In a triangle \(ABC\), the sides are \(AB = 13\), \(BC = 14\), and \(CA = 15\). Point \(D\) is on \(BC\) such that \(BD = 9\) and \(DC = 5\). Find the length of the line segment \(AD\).
996	0.777778	combinatorics	1023	Let \( S \) be the set of all non-empty subsets of the set \( \{1, 2, 3, \ldots, 10\} \). A subset \( A \) of \( S \) is called "valid" if there exists an element \( x \) in \( A \) such that \( x \) is the smallest element in \( A \). Let...
997	0.444444	geometry	1	What is the smallest positive integer \( n \) such that the sum of the first \( n \) positive integers is a perfect square, and \( n \) itself is also a perfect square?
998	0.625000	geometry	\frac{1}{6}	In the Cartesian plane, let \( A = (0, 0) \), \( B = (1, 0) \), and \( C = (0, 1) \). A point \( P \) inside triangle \( ABC \) is chosen such that the distances from \( P \) to the sides \( BC \), \( CA \), and \( AB \) are in the ratio \...
999	0.333333	geometry	60	In a triangle \(ABC\), point \(D\) is on side \(BC\) such that \(BD:DC = 2:3\). Point \(E\) is on side \(AC\) such that \(AE:EC = 1:4\). If the area of triangle \(ABC\) is 100 square units, find the area of quadrilateral \(ABDE\).
1000	0.375000	geometry	\frac{1}{3}	In the complex plane, let $A$, $B$, and $C$ be the vertices of an equilateral triangle with side length $10$. A complex number $z$ is chosen randomly from the interior of this triangle. What is the probability that $z$ is closer to $A$ tha...
1001	0.333333	number_theory	10	A sequence of integers \(a_1, a_2, a_3, \ldots\) is defined by \(a_1 = 1\) and for \(n \geq 2\), \(a_n\) is the smallest positive integer such that \(a_n\) is not a divisor of \(a_{n-1}\) and \(a_n\) is not a multiple of any previous term ...
1002	0.333333	combinatorics	32	A sequence of numbers starts with 1 and each subsequent number is the sum of all the previous numbers in the sequence. If the 5th number in the sequence is 31, what is the 7th number in the sequence?
1003	0.666667	algebra	0	If \( x \) is a real number such that \( x^3 + 2x + 3 = 0 \) and \( y \) is a real number such that \( y^3 - 2y + 3 = 0 \), find the value of \( x + y \).
1004	0.555556	geometry	a^2 + b^2 - r^2	In the coordinate plane, a circle is defined by the equation \(x^2 + y^2 = r^2\), where \(r\) is the radius. A point \((a, b)\) lies outside this circle. If a line passing through \((a, b)\) intersects the circle at two distinct points \((...
1005	0.333333	number_theory	7	Consider a sequence of positive integers \(a_1, a_2, \ldots, a_n\) such that each term is defined as follows: \(a_{k+1} = 3a_k + k^2\) for \(k = 1, 2, \ldots, n-1\), and \(a_1 = 2\). Find the remainder when \(a_{10}\) is divided by \(100\).
1006	0.333333	number_theory	1	Find all positive integers \( n \) such that the number of positive divisors of \( n^2 \) is exactly \( n \). Prove that these are the only possible values of \( n \).
1007	0.666667	geometry	-3	Let \( f(x) = x^3 - 3x^2 + 2 \) and \( g(x) = 2x - 1 \). Find the number of points where the graph of \( f(x) \) intersects the graph of \( g(x) \) and determine the product of these points' x-coordinates.
1008	0.777778	geometry	\frac{s^2}{2}	A circle is inscribed in a square, and a smaller square is inscribed in the circle such that its vertices touch the circle at the midpoints of the circle's circumference. If the side length of the larger square is \( s \), find the area of...
1009	0.555556	sequence	1	In the sequence \(a_1, a_2, a_3, \ldots, a_{100}\), where each term is either 0 or 1, it is known that the number of consecutive pairs of 1's is exactly 50. For example, if \(a_1 = a_2 = 1\), \(a_3 = a_4 = 0\), \(a_5 = a_6 = 1\), and so on...
1010	0.777778	geometry	128	In the triangular pyramid $PQRS$, the base $PQR$ is an isosceles triangle with $PQ = PR = 10$ and $QR = 12$. The height from $P$ to the base $PQR$ is $8$. Find the volume of the pyramid.
1011	0.444444	algebra	\frac{74}{3}	Let \( f(x) \) be a function defined for all real numbers \( x \) such that \( f(x) = x^3 + ax^2 + bx + c \), where \( a, b, \) and \( c \) are real constants. It is given that \( f(1) = 0 \), \( f(-1) = 2 \), and \( f(2) = 6 \). Determine...
1012	0.500000	geometry	30	A right triangle has legs of lengths \(a\) and \(b\), and a hypotenuse of length \(c\). If \(a\), \(b\), and \(c\) are positive integers and \(a + b + c = 30\), find the area of the triangle.
1013	0.333333	number_theory	n\equiv 1,3 \pmod 4	Find all positive integers \( n \) such that the number \( 2^n + 3^n \) is divisible by 5.
1014	0.500000	geometry	18	What is the maximum possible area of a quadrilateral with side lengths 1, 4, 7, and 8 units, assuming that the quadrilateral is cyclic (i.e., it can be inscribed in a circle)?
1015	0.444444	geometry	6	Let \( ABC \) be an isosceles triangle with \( AB = AC \). Point \( D \) lies on side \( BC \) such that \( BD = DC \). Point \( E \) lies on side \( AC \) such that \( \angle ADE = 90^\circ \). If \( AD = 10 \) and \( DE = 8 \), find the ...
1016	0.555556	combinatorics	5	What is the minimum number of times you must flip a fair coin so that the probability of obtaining at least one head is at least 95%?
1017	0.666667	sequence	\dfrac{10}{89}	Let \( F_n \) denote the \( n \)-th Fibonacci number, defined by \( F_1 = 1 \), \( F_2 = 1 \), and \( F_{n} = F_{n-1} + F_{n-2} \) for \( n \geq 3 \). Calculate the infinite series: \[ S = \sum_{n=1}^{\infty} \frac{F_n}{10^n}. \]
1018	0.555556	number_theory	1	What is the number of distinct positive integer values of \( n \) such that the equation \[ x^2 - 3x + n = 0 \] has integer solutions for \( x \)?
1019	0.666667	geometry	1011	In a triangle \(ABC\), the sides opposite to angles \(A\), \(B\), and \(C\) are denoted as \(a\), \(b\), and \(c\) respectively. Given that \(a^2 + b^2 = 2023c^2\), find the value of \(\frac{\cot C}{\cot A + \cot B}\).
1020	0.333333	geometry	9	A right circular cone has a base radius of 12 units and a height of 36 units. Inside this cone, a sphere is inscribed such that it touches the cone’s base and lateral surface. What is the radius of the sphere? Express your answer in simple...
1021	0.444444	other	3	A group of 15 students is participating in a mathematics competition. They are divided into three categories: Algebra, Geometry, and Number Theory. Each category has five students. The students are assigned numbers from 1 to 15, and they a...
1022	0.555556	number_theory	1	Find the smallest positive integer \( n \) such that the polynomial \( P(x) = x^n + x^{n-1} + \cdots + x + 1 \) has a real root.
1023	0.333333	geometry	60^\circ	Three points $A$, $B$, and $C$ lie on a circle with center $O$. The points $D$ and $E$ are the midpoints of $AB$ and $BC$, respectively. If $\angle AOC = 120^\circ$ and $\angle BOD = 90^\circ$, find the measure of $\angle AED$.
1024	0.666667	combinatorics	6765	In a special sequence of numbers, each term after the first two is the sum of the previous two terms. The first two terms are 1 and 1. What is the 20th term in this sequence?
1025	0.666667	combinatorics	0	In a sequence of numbers, each term after the first is the product of the previous term and 2, divided by 5, and then rounded to the nearest whole number. If the first term of the sequence is 10, what is the value of the 10th term?
1026	0.333333	combinatorics	2^n - 1	Given the sequence of numbers defined by \(a_1 = 1\) and \(a_{n+1} = a_n + 2^n\) for \(n \geq 1\), find the sum of the first 10 terms of this sequence. Additionally, determine a closed-form expression for the \(n\)-th term \(a_n\).
1027	0.444444	number_theory	7	What is the sum of all distinct prime numbers that divide the number of 5-letter words that can be formed using the letters A, B, C, D, E, F, and G, with repetition allowed, where the first letter is always A?
1028	0.777778	algebra	0	Let \( f(x) \) be a polynomial with real coefficients such that \( f(0) = 1 \), \( f(2) + f(3) = 125 \), and \( f(x) \) has a double root at \( x = 1 \). Find the value of \( f(1) \).
1029	0.444444	geometry	3	What is the smallest positive integer \( n \) such that \( 1! + 2! + 3! + \cdots + n! \) is a perfect square?
1030	0.666667	number_theory	2	Find all positive integers \( n \) such that \( n^3 - 3n^2 + 4 \) is a perfect cube.
1031	0.666667	number_theory	24	Find the smallest positive integer \( n \) such that the equation \( n^2 + 14n + 24 = 0 \) has a solution in terms of a rational number, and determine the product of all possible values of \( n \).
1032	0.555556	combinatorics	\frac{2}{n}	A deck of \(n\) cards, numbered from 1 to \(n\), is shuffled randomly. What is the probability that the card numbered 1 appears in the first or last position of the deck? Express your answer as a simplified fraction.
1033	0.333333	geometry	4	In a triangle \( ABC \), \( AB = 13 \), \( BC = 14 \), and \( CA = 15 \). A point \( P \) inside the triangle is such that the sum of the distances from \( P \) to the sides of the triangle is minimized. Find the value of this sum.
1034	0.666667	algebra	0, 2	Find all real numbers \( x \) that satisfy the equation \( \sqrt{x + \sqrt{x + \sqrt{x + \cdots}}} = x \).
1035	0.444444	geometry	1536	In a unique village, each house is painted one of three colors: red, blue, or green. The village has a rule that no two adjacent houses can be of the same color. If the village is arranged in a straight line with 10 houses, how many differ...
1036	0.714286	number_theory	260	In a certain kingdom, there are three types of coins: gold, silver, and bronze. A gold coin is worth 5 silver coins, and a silver coin is worth 3 bronze coins. If a merchant has a collection of 10 gold coins, 15 silver coins, and 45 bronze...
1037	0.333333	number_theory	1	Find the number of positive integers \( n \) such that the equation \( x^2 - (n+1)x + 2024 = 0 \) has integer roots, and the product of these roots is a multiple of 10.
1038	0.666667	other	100	In a mystical kingdom, there are 100 wizards, each of whom can cast a unique spell. The king decides to hold a tournament where wizards will face off in a knockout format. However, each wizard can only participate in the tournament once. I...
1039	0.444444	geometry	1	Find all positive integers \( n \) such that \( n^3 + n^2 + n + 1 \) is a perfect square.
1040	0.333333	geometry	\frac{1}{12}	Given a regular hexagon $ABCDEF$, let $M$ be the midpoint of $CD$, $N$ be the midpoint of $EF$, and $P$ be the point on segment $AM$ such that $\angle BNP = 45^\circ$. Find the ratio of the area of $\triangle ABP$ to the area of the hexago...
1041	0.444444	algebra	1	Let \(f(x) = x^2 - 3x + 4\) and consider the function \(g(x) = f(f(x))\). Find the number of distinct real solutions to the equation \(g(x) = x\).
1042	0.375000	number_theory	2^{1007}	Find the smallest positive integer \( n \) such that \( 2^{2015} + 1 \) divides \( n^2 + 1 \).
1043	0.666667	number_theory	3	What is the smallest positive integer \( n \) such that the expression \( \frac{n^2 + 2n + 1}{n^2 - 3n + 2} \) is an integer?
1044	0.333333	number_theory	25	In a magical forest, there are three types of trees: Oak, Pine, and Maple. Each tree has a unique height. An Oak tree is taller than a Pine tree, and a Maple tree is shorter than a Pine tree. If the total height of all trees is 100 meters ...
1045	0.444444	number_theory	4	What is the smallest positive integer \( n \) such that the polynomial \( P(x) = x^n - 2x^{n-1} + 3x^{n-2} - \cdots + (-1)^{n+1}(n+1) \) has exactly \( n \) distinct real roots, and the sum of the roots is equal to \( n^2 \)?
1046	0.333333	number_theory	(3, 2)	Find all pairs of positive integers \( (x, y) \) such that \( x^2 + 3xy + y^2 = 7x + 5y \).
1047	0.444444	number_theory	87	What is the remainder when \( 3^{3^{3^3}} \) is divided by 100?
1048	0.555556	other	55	In a small town, the mayor has decided to plant trees along the main street. The street is divided into segments, each 100 meters long, and the mayor plants a tree at the start of each segment. On the first day, the mayor plants 1 tree. On...
1049	0.333333	geometry	2\sqrt{2}	A circle is inscribed in a right triangle with legs of lengths 6 and 8. A point \( P \) lies on the hypotenuse of the triangle such that the tangent segments from \( P \) to the circle divide one leg into segments of length 2 and 4, and th...
1050	0.625000	number_theory	4	What is the minimum number of weights, each with an integer number of grams from 1 to 40, needed to measure all integer weights from 1 to 40 grams on a balance scale?
1051	0.444444	number_theory	(0, 5), (0, -5), (3, 4), (3, -4), (-3, 4), (-3, -4), (4, 3), (4, -3), (-4, 3), (-4, -3), (5, 0), (-5, 0)	Find all pairs of integers \((x, y)\) such that \(x^2 + y^2 = 25\).
1052	0.333333	number_theory	360	What is the smallest positive integer that is divisible by both 8 and 15, and also leaves a remainder of 3 when divided by 7?
1053	0.333333	number_theory	1	Consider a sequence of positive integers \( a_1, a_2, a_3, \ldots, a_n \) such that each \( a_i \) is a prime number and the sum of the first \( k \) terms is a multiple of \( k \) for all \( k = 1, 2, \ldots, n \). If the smallest term in...
1054	0.555556	number_theory	12	What is the smallest positive integer \( n \) such that the number of distinct positive divisors of \( n^2 \) is exactly 15?
1055	0.333333	geometry	1	In a unique board game, players use a special set of tokens shaped like regular polygons. The game starts with tokens of 3 sides (triangles), 4 sides (squares), and 5 sides (pentagons). Each player takes turns adding or removing tokens fro...
1056	0.555556	algebra	15	Let \( f(x) \) be a function defined for all real numbers \( x \) such that \( f(x+y) = f(x) + f(y) + xy \) for all real numbers \( x \) and \( y \). Given that \( f(1) = 1 \), find the value of \( f(5) \).
1057	0.777778	geometry	0	In the coordinate plane, let \( A \) be the point \((1, 2)\), \( B \) be the point \((5, 6)\), and \( C \) be the point \((9, 10)\). Find the area of the triangle formed by the points \( A \), \( B \), and \( C \).
1058	0.333333	number_theory	0	Given two distinct positive integers \( a \) and \( b \), define the operation \( a \oplus b \) as the minimum of the sum \( a + b \) and the product \( a \times b \). For how many pairs \((a, b)\) where \( 1 \leq a, b \leq 100 \), is \( a...
1059	0.500000	geometry	\frac{1}{2} n r^2 \sin\left(\frac{2\pi}{n}\right)	A regular polygon with \( n \) sides is inscribed in a circle of radius \( r \). Find the area of the polygon in terms of \( n \) and \( r \).
1060	0.555556	geometry	5	A circle with center \( O \) is inscribed in a square \( ABCD \) with side length 10. A point \( P \) is chosen on the circumference of the circle such that the tangent at \( P \) to the circle intersects \( BC \) at \( T \). If \( PT = 5 ...
1061	0.666667	number_theory	19	Find the smallest positive integer \( n \) such that the sum of the digits of \( n \) and the sum of the digits of \( n^2 \) both equal to 10.
1062	0.333333	algebra	1	What is the value of the expression $\left(\frac{2023}{2022}\right)^{2023} - \left(\frac{2022}{2023}\right)^{2022}$?
1063	0.666667	geometry	2ab	What is the area of the largest rectangle that can be inscribed in the ellipse given by the equation \(\frac{x^2}{a^2} + \frac{y^2}{b^2} = 1\), where \(a\) and \(b\) are positive constants?
1064	0.666667	number_theory	0	A sequence of integers is defined as follows: \( a_1 = 2 \), and for \( n \geq 2 \), \( a_n = a_{n-1}^2 - a_{n-1} + 1 \). Find the number of positive integers \( k \leq 100 \) such that \( a_k \) is divisible by 100.
