tensor,layer,module,delta_id,family,round,parameter_count,l2_norm
model.layers.27.mlp.gate_proj.weight,layer_27,mlp_gate,solver_rank1_r1,solver_rank1,1,24903680,0.014927969841828237
model.layers.27.mlp.gate_proj.weight,layer_27,mlp_gate,solver_rank1_r2,solver_rank1,2,24903680,0.01550294898859835
model.layers.27.mlp.gate_proj.weight,layer_27,mlp_gate,solver_rank1_r3,solver_rank1,3,24903680,0.015355486249502824
model.layers.27.mlp.gate_proj.weight,layer_27,mlp_gate,solver_rank1_r4,solver_rank1,4,24903680,0.015814600839226603
model.layers.27.mlp.gate_proj.weight,layer_27,mlp_gate,solver_rank1_r5,solver_rank1,5,24903680,0.014720529737523143
model.layers.27.mlp.gate_proj.weight,layer_27,mlp_gate,solver_full_r1,solver_full,1,24903680,0.016513081295071737
model.layers.27.mlp.gate_proj.weight,layer_27,mlp_gate,solver_full_r2,solver_full,2,24903680,0.017436066674247637
model.layers.27.mlp.gate_proj.weight,layer_27,mlp_gate,solver_full_r3,solver_full,3,24903680,0.017513963929459864
model.layers.27.mlp.gate_proj.weight,layer_27,mlp_gate,solver_full_r4,solver_full,4,24903680,0.01795502818713409
model.layers.27.mlp.gate_proj.weight,layer_27,mlp_gate,solver_full_r5,solver_full,5,24903680,0.016843993102965235
model.layers.0.self_attn.q_proj.weight,layer_00,attention_q,questioner_full_r1,questioner_full,1,10485760,0.007265650451812196
model.layers.0.self_attn.q_proj.weight,layer_00,attention_q,questioner_full_r2,questioner_full,2,10485760,0.04613429667253494
model.layers.0.self_attn.q_proj.weight,layer_00,attention_q,questioner_full_r3,questioner_full,3,10485760,0.04682440498347953
model.layers.0.self_attn.q_proj.weight,layer_00,attention_q,questioner_full_r4,questioner_full,4,10485760,0.05214823349321658
model.layers.0.self_attn.q_proj.weight,layer_00,attention_q,questioner_full_r5,questioner_full,5,10485760,0.05170444733661861
model.layers.0.self_attn.q_proj.weight,layer_00,attention_q,solver_rank1_r1,solver_rank1,1,10485760,0.01097925593070276
model.layers.0.self_attn.q_proj.weight,layer_00,attention_q,solver_rank1_r2,solver_rank1,2,10485760,0.010355352954004214
model.layers.0.self_attn.q_proj.weight,layer_00,attention_q,solver_rank1_r3,solver_rank1,3,10485760,0.010231683029949878
model.layers.0.self_attn.q_proj.weight,layer_00,attention_q,solver_rank1_r4,solver_rank1,4,10485760,0.011890375579691982
model.layers.0.self_attn.q_proj.weight,layer_00,attention_q,solver_rank1_r5,solver_rank1,5,10485760,0.011519080326506283
model.layers.0.self_attn.q_proj.weight,layer_00,attention_q,solver_full_r1,solver_full,1,10485760,0.01208551215500556
model.layers.0.self_attn.q_proj.weight,layer_00,attention_q,solver_full_r2,solver_full,2,10485760,0.011468751009802318
model.layers.0.self_attn.q_proj.weight,layer_00,attention_q,solver_full_r3,solver_full,3,10485760,0.01135180836134637
model.layers.0.self_attn.q_proj.weight,layer_00,attention_q,solver_full_r4,solver_full,4,10485760,0.013039553321449949
model.layers.0.self_attn.q_proj.weight,layer_00,attention_q,solver_full_r5,solver_full,5,10485760,0.013074264713855371
model.layers.32.self_attn.o_proj.weight,layer_32,attention_o,questioner_full_r1,questioner_full,1,10485760,0.007852641302761613
model.layers.32.self_attn.o_proj.weight,layer_32,attention_o,questioner_full_r2,questioner_full,2,10485760,0.05353121640783987
model.layers.32.self_attn.o_proj.weight,layer_32,attention_o,questioner_full_r3,questioner_full,3,10485760,0.05200284075091385
model.layers.32.self_attn.o_proj.weight,layer_32,attention_o,questioner_full_r4,questioner_full,4,10485760,0.053702404823732786
model.layers.32.self_attn.o_proj.weight,layer_32,attention_o,questioner_full_r5,questioner_full,5,10485760,0.05369025016242873
model.layers.32.self_attn.o_proj.weight,layer_32,attention_o,solver_rank1_r1,solver_rank1,1,10485760,0.010560183841421109
model.layers.32.self_attn.o_proj.weight,layer_32,attention_o,solver_rank1_r2,solver_rank1,2,10485760,0.012229658795284601
model.layers.32.self_attn.o_proj.weight,layer_32,attention_o,solver_rank1_r3,solver_rank1,3,10485760,0.01086745087977092
model.layers.32.self_attn.o_proj.weight,layer_32,attention_o,solver_rank1_r4,solver_rank1,4,10485760,0.011281220543599693
model.layers.32.self_attn.o_proj.weight,layer_32,attention_o,solver_rank1_r5,solver_rank1,5,10485760,0.010813913012112167
model.layers.32.self_attn.o_proj.weight,layer_32,attention_o,solver_full_r1,solver_full,1,10485760,0.011565113908694864
model.layers.32.self_attn.o_proj.weight,layer_32,attention_o,solver_full_r2,solver_full,2,10485760,0.013488864719666692
model.layers.32.self_attn.o_proj.weight,layer_32,attention_o,solver_full_r3,solver_full,3,10485760,0.012199559495502622
model.layers.32.self_attn.o_proj.weight,layer_32,attention_o,solver_full_r4,solver_full,4,10485760,0.01255366081078623
model.layers.32.self_attn.o_proj.weight,layer_32,attention_o,solver_full_r5,solver_full,5,10485760,0.012166329903508364
model.layers.18.self_attn.q_norm.weight,layer_18,normalization,questioner_full_r1,questioner_full,1,128,0.0
model.layers.18.self_attn.q_norm.weight,layer_18,normalization,questioner_full_r2,questioner_full,2,128,3.0517578125e-05
model.layers.18.self_attn.q_norm.weight,layer_18,normalization,questioner_full_r3,questioner_full,3,128,3.0517578125e-05
model.layers.18.self_attn.q_norm.weight,layer_18,normalization,questioner_full_r4,questioner_full,4,128,3.0517578125e-05
model.layers.18.self_attn.q_norm.weight,layer_18,normalization,questioner_full_r5,questioner_full,5,128,0.0
model.layers.18.self_attn.q_norm.weight,layer_18,normalization,solver_rank1_r1,solver_rank1,1,128,0.0
model.layers.18.self_attn.q_norm.weight,layer_18,normalization,solver_rank1_r2,solver_rank1,2,128,0.0
model.layers.18.self_attn.q_norm.weight,layer_18,normalization,solver_rank1_r3,solver_rank1,3,128,0.0
model.layers.18.self_attn.q_norm.weight,layer_18,normalization,solver_rank1_r4,solver_rank1,4,128,0.0
model.layers.18.self_attn.q_norm.weight,layer_18,normalization,solver_rank1_r5,solver_rank1,5,128,0.0
model.layers.18.self_attn.q_norm.weight,layer_18,normalization,solver_full_r1,solver_full,1,128,0.0
model.layers.18.self_attn.q_norm.weight,layer_18,normalization,solver_full_r2,solver_full,2,128,0.0
model.layers.18.self_attn.q_norm.weight,layer_18,normalization,solver_full_r3,solver_full,3,128,0.0
model.layers.18.self_attn.q_norm.weight,layer_18,normalization,solver_full_r4,solver_full,4,128,0.0
model.layers.18.self_attn.q_norm.weight,layer_18,normalization,solver_full_r5,solver_full,5,128,0.0
model.layers.34.self_attn.q_proj.weight,layer_34,attention_q,questioner_full_r1,questioner_full,1,10485760,0.008630080091507024
model.layers.34.self_attn.q_proj.weight,layer_34,attention_q,questioner_full_r2,questioner_full,2,10485760,0.05915222611275012
model.layers.34.self_attn.q_proj.weight,layer_34,attention_q,questioner_full_r3,questioner_full,3,10485760,0.055374917061487436
model.layers.34.self_attn.q_proj.weight,layer_34,attention_q,questioner_full_r4,questioner_full,4,10485760,0.05838059070221504
model.layers.34.self_attn.q_proj.weight,layer_34,attention_q,questioner_full_r5,questioner_full,5,10485760,0.057565445367170724
model.layers.34.self_attn.q_proj.weight,layer_34,attention_q,solver_rank1_r1,solver_rank1,1,10485760,0.012611560184302222
model.layers.34.self_attn.q_proj.weight,layer_34,attention_q,solver_rank1_r2,solver_rank1,2,10485760,0.013287108115122423
model.layers.34.self_attn.q_proj.weight,layer_34,attention_q,solver_rank1_r3,solver_rank1,3,10485760,0.01210393294710553
model.layers.34.self_attn.q_proj.weight,layer_34,attention_q,solver_rank1_r4,solver_rank1,4,10485760,0.01191283332591533
model.layers.34.self_attn.q_proj.weight,layer_34,attention_q,solver_rank1_r5,solver_rank1,5,10485760,0.011416461531245795
model.layers.34.self_attn.q_proj.weight,layer_34,attention_q,solver_full_r1,solver_full,1,10485760,0.013778560415801888
model.layers.34.self_attn.q_proj.weight,layer_34,attention_q,solver_full_r2,solver_full,2,10485760,0.014653713485659635
model.layers.34.self_attn.q_proj.weight,layer_34,attention_q,solver_full_r3,solver_full,3,10485760,0.013651799172898615
model.layers.34.self_attn.q_proj.weight,layer_34,attention_q,solver_full_r4,solver_full,4,10485760,0.013343916816793786
model.layers.34.self_attn.q_proj.weight,layer_34,attention_q,solver_full_r5,solver_full,5,10485760,0.012943107048585414
model.layers.19.self_attn.q_proj.weight,layer_19,attention_q,questioner_full_r1,questioner_full,1,10485760,0.009624284147096712
model.layers.19.self_attn.q_proj.weight,layer_19,attention_q,questioner_full_r2,questioner_full,2,10485760,0.05604179140314187
model.layers.19.self_attn.q_proj.weight,layer_19,attention_q,questioner_full_r3,questioner_full,3,10485760,0.056674986546130075
model.layers.19.self_attn.q_proj.weight,layer_19,attention_q,questioner_full_r4,questioner_full,4,10485760,0.05665659448130137
model.layers.19.self_attn.q_proj.weight,layer_19,attention_q,questioner_full_r5,questioner_full,5,10485760,0.05698651402361871
model.layers.19.self_attn.q_proj.weight,layer_19,attention_q,solver_rank1_r1,solver_rank1,1,10485760,0.012387607832712942
model.layers.19.self_attn.q_proj.weight,layer_19,attention_q,solver_rank1_r2,solver_rank1,2,10485760,0.01297677941281164
model.layers.19.self_attn.q_proj.weight,layer_19,attention_q,solver_rank1_r3,solver_rank1,3,10485760,0.01250747868992882
model.layers.19.self_attn.q_proj.weight,layer_19,attention_q,solver_rank1_r4,solver_rank1,4,10485760,0.01233310213341246
model.layers.19.self_attn.q_proj.weight,layer_19,attention_q,solver_rank1_r5,solver_rank1,5,10485760,0.012301963125695101
model.layers.19.self_attn.q_proj.weight,layer_19,attention_q,solver_full_r1,solver_full,1,10485760,0.013644441280303767
model.layers.19.self_attn.q_proj.weight,layer_19,attention_q,solver_full_r2,solver_full,2,10485760,0.014589590468156693
model.layers.19.self_attn.q_proj.weight,layer_19,attention_q,solver_full_r3,solver_full,3,10485760,0.014370258395131171
model.layers.19.self_attn.q_proj.weight,layer_19,attention_q,solver_full_r4,solver_full,4,10485760,0.013939528517825615
model.layers.19.self_attn.q_proj.weight,layer_19,attention_q,solver_full_r5,solver_full,5,10485760,0.01403216021188907
model.layers.23.self_attn.k_norm.weight,layer_23,normalization,questioner_full_r1,questioner_full,1,128,7.62939453125e-06
model.layers.23.self_attn.k_norm.weight,layer_23,normalization,questioner_full_r2,questioner_full,2,128,3.411968959808029e-05
model.layers.23.self_attn.k_norm.weight,layer_23,normalization,questioner_full_r3,questioner_full,3,128,0.0
model.layers.23.self_attn.k_norm.weight,layer_23,normalization,questioner_full_r4,questioner_full,4,128,3.411968959808029e-05
model.layers.23.self_attn.k_norm.weight,layer_23,normalization,questioner_full_r5,questioner_full,5,128,1.52587890625e-05
model.layers.23.self_attn.k_norm.weight,layer_23,normalization,solver_rank1_r1,solver_rank1,1,128,0.0
model.layers.23.self_attn.k_norm.weight,layer_23,normalization,solver_rank1_r2,solver_rank1,2,128,7.62939453125e-06
model.layers.23.self_attn.k_norm.weight,layer_23,normalization,solver_rank1_r3,solver_rank1,3,128,7.62939453125e-06
model.layers.23.self_attn.k_norm.weight,layer_23,normalization,solver_rank1_r4,solver_rank1,4,128,1.52587890625e-05
model.layers.23.self_attn.k_norm.weight,layer_23,normalization,solver_rank1_r5,solver_rank1,5,128,7.62939453125e-06
model.layers.23.self_attn.k_norm.weight,layer_23,normalization,solver_full_r1,solver_full,1,128,0.0
model.layers.23.self_attn.k_norm.weight,layer_23,normalization,solver_full_r2,solver_full,2,128,7.62939453125e-06
model.layers.23.self_attn.k_norm.weight,layer_23,normalization,solver_full_r3,solver_full,3,128,7.62939453125e-06
model.layers.23.self_attn.k_norm.weight,layer_23,normalization,solver_full_r4,solver_full,4,128,1.52587890625e-05
model.layers.23.self_attn.k_norm.weight,layer_23,normalization,solver_full_r5,solver_full,5,128,7.62939453125e-06
model.layers.14.mlp.gate_proj.weight,layer_14,mlp_gate,questioner_full_r1,questioner_full,1,24903680,0.013452004923137167
model.layers.14.mlp.gate_proj.weight,layer_14,mlp_gate,questioner_full_r2,questioner_full,2,24903680,0.0776120477852435
model.layers.14.mlp.gate_proj.weight,layer_14,mlp_gate,questioner_full_r3,questioner_full,3,24903680,0.08023791745145838
model.layers.14.mlp.gate_proj.weight,layer_14,mlp_gate,questioner_full_r4,questioner_full,4,24903680,0.07813456437678333
model.layers.14.mlp.gate_proj.weight,layer_14,mlp_gate,questioner_full_r5,questioner_full,5,24903680,0.08181194615091227
model.layers.14.mlp.gate_proj.weight,layer_14,mlp_gate,solver_rank1_r1,solver_rank1,1,24903680,0.021219520181416443
model.layers.14.mlp.gate_proj.weight,layer_14,mlp_gate,solver_rank1_r2,solver_rank1,2,24903680,0.02091016141314733
model.layers.14.mlp.gate_proj.weight,layer_14,mlp_gate,solver_rank1_r3,solver_rank1,3,24903680,0.019792380630387345
model.layers.14.mlp.gate_proj.weight,layer_14,mlp_gate,solver_rank1_r4,solver_rank1,4,24903680,0.018553451079069787
model.layers.14.mlp.gate_proj.weight,layer_14,mlp_gate,solver_rank1_r5,solver_rank1,5,24903680,0.018139455036243236
model.layers.14.mlp.gate_proj.weight,layer_14,mlp_gate,solver_full_r1,solver_full,1,24903680,0.02296722671300347
model.layers.14.mlp.gate_proj.weight,layer_14,mlp_gate,solver_full_r2,solver_full,2,24903680,0.023300518999453523
model.layers.14.mlp.gate_proj.weight,layer_14,mlp_gate,solver_full_r3,solver_full,3,24903680,0.02232100356830404
model.layers.14.mlp.gate_proj.weight,layer_14,mlp_gate,solver_full_r4,solver_full,4,24903680,0.020933170057909598
model.layers.14.mlp.gate_proj.weight,layer_14,mlp_gate,solver_full_r5,solver_full,5,24903680,0.020797969396219276
model.layers.15.self_attn.o_proj.weight,layer_15,attention_o,questioner_full_r1,questioner_full,1,10485760,0.009938086602871573
model.layers.15.self_attn.o_proj.weight,layer_15,attention_o,questioner_full_r2,questioner_full,2,10485760,0.05013132260204562
model.layers.15.self_attn.o_proj.weight,layer_15,attention_o,questioner_full_r3,questioner_full,3,10485760,0.05224051554371518
model.layers.15.self_attn.o_proj.weight,layer_15,attention_o,questioner_full_r4,questioner_full,4,10485760,0.05208763389477825
model.layers.15.self_attn.o_proj.weight,layer_15,attention_o,questioner_full_r5,questioner_full,5,10485760,0.0528801748170027
model.layers.15.self_attn.o_proj.weight,layer_15,attention_o,solver_rank1_r1,solver_rank1,1,10485760,0.01648349848478974
model.layers.15.self_attn.o_proj.weight,layer_15,attention_o,solver_rank1_r2,solver_rank1,2,10485760,0.01591396737557277
model.layers.15.self_attn.o_proj.weight,layer_15,attention_o,solver_rank1_r3,solver_rank1,3,10485760,0.015170692883725159
model.layers.15.self_attn.o_proj.weight,layer_15,attention_o,solver_rank1_r4,solver_rank1,4,10485760,0.013947943362077426
model.layers.15.self_attn.o_proj.weight,layer_15,attention_o,solver_rank1_r5,solver_rank1,5,10485760,0.013838178345922342
model.layers.15.self_attn.o_proj.weight,layer_15,attention_o,solver_full_r1,solver_full,1,10485760,0.01777780332538172
model.layers.15.self_attn.o_proj.weight,layer_15,attention_o,solver_full_r2,solver_full,2,10485760,0.017786572859592446
model.layers.15.self_attn.o_proj.weight,layer_15,attention_o,solver_full_r3,solver_full,3,10485760,0.017139513880302996
model.layers.15.self_attn.o_proj.weight,layer_15,attention_o,solver_full_r4,solver_full,4,10485760,0.015827037334153315
model.layers.15.self_attn.o_proj.weight,layer_15,attention_o,solver_full_r5,solver_full,5,10485760,0.015873995110646893
model.layers.8.post_attention_layernorm.weight,layer_08,normalization,questioner_full_r1,questioner_full,1,2560,5.415829034614824e-06
model.layers.8.post_attention_layernorm.weight,layer_08,normalization,questioner_full_r2,questioner_full,2,2560,1.7546052449201677e-05
model.layers.8.post_attention_layernorm.weight,layer_08,normalization,questioner_full_r3,questioner_full,3,2560,5.560678923013855e-05
model.layers.8.post_attention_layernorm.weight,layer_08,normalization,questioner_full_r4,questioner_full,4,2560,3.851294980598309e-05
model.layers.8.post_attention_layernorm.weight,layer_08,normalization,questioner_full_r5,questioner_full,5,2560,2.3348003663130784e-05
model.layers.8.post_attention_layernorm.weight,layer_08,normalization,solver_rank1_r1,solver_rank1,1,2560,1.4001891002679847e-05
model.layers.8.post_attention_layernorm.weight,layer_08,normalization,solver_rank1_r2,solver_rank1,2,2560,1.3912291012663992e-05
model.layers.8.post_attention_layernorm.weight,layer_08,normalization,solver_rank1_r3,solver_rank1,3,2560,8.17605409597504e-06
model.layers.8.post_attention_layernorm.weight,layer_08,normalization,solver_rank1_r4,solver_rank1,4,2560,9.362294157062464e-06
model.layers.8.post_attention_layernorm.weight,layer_08,normalization,solver_rank1_r5,solver_rank1,5,2560,2.1851423716334533e-06
model.layers.8.post_attention_layernorm.weight,layer_08,normalization,solver_full_r1,solver_full,1,2560,1.409293814290204e-05
model.layers.8.post_attention_layernorm.weight,layer_08,normalization,solver_full_r2,solver_full,2,2560,1.4681629484501507e-05
model.layers.8.post_attention_layernorm.weight,layer_08,normalization,solver_full_r3,solver_full,3,2560,8.151684282912616e-06
model.layers.8.post_attention_layernorm.weight,layer_08,normalization,solver_full_r4,solver_full,4,2560,9.670658451250586e-06
model.layers.8.post_attention_layernorm.weight,layer_08,normalization,solver_full_r5,solver_full,5,2560,4.4348419279428184e-06
model.layers.5.mlp.down_proj.weight,layer_05,mlp_down,questioner_full_r1,questioner_full,1,24903680,0.012470461444526598
model.layers.5.mlp.down_proj.weight,layer_05,mlp_down,questioner_full_r2,questioner_full,2,24903680,0.07649425378895332
model.layers.5.mlp.down_proj.weight,layer_05,mlp_down,questioner_full_r3,questioner_full,3,24903680,0.0794729471536791
model.layers.5.mlp.down_proj.weight,layer_05,mlp_down,questioner_full_r4,questioner_full,4,24903680,0.08450037188980226
model.layers.5.mlp.down_proj.weight,layer_05,mlp_down,questioner_full_r5,questioner_full,5,24903680,0.08669854781897901
model.layers.5.mlp.down_proj.weight,layer_05,mlp_down,solver_rank1_r1,solver_rank1,1,24903680,0.017902774965574197
model.layers.5.mlp.down_proj.weight,layer_05,mlp_down,solver_rank1_r2,solver_rank1,2,24903680,0.019502160455834205
model.layers.5.mlp.down_proj.weight,layer_05,mlp_down,solver_rank1_r3,solver_rank1,3,24903680,0.018967889363284578
model.layers.5.mlp.down_proj.weight,layer_05,mlp_down,solver_rank1_r4,solver_rank1,4,24903680,0.01698625280785612
model.layers.5.mlp.down_proj.weight,layer_05,mlp_down,solver_rank1_r5,solver_rank1,5,24903680,0.0197919879572248
model.layers.5.mlp.down_proj.weight,layer_05,mlp_down,solver_full_r1,solver_full,1,24903680,0.019258064635319514
model.layers.5.mlp.down_proj.weight,layer_05,mlp_down,solver_full_r2,solver_full,2,24903680,0.02141973004642255
model.layers.5.mlp.down_proj.weight,layer_05,mlp_down,solver_full_r3,solver_full,3,24903680,0.02099548055176494
model.layers.5.mlp.down_proj.weight,layer_05,mlp_down,solver_full_r4,solver_full,4,24903680,0.018915347198977965
model.layers.5.mlp.down_proj.weight,layer_05,mlp_down,solver_full_r5,solver_full,5,24903680,0.021069261928737062
model.layers.5.mlp.up_proj.weight,layer_05,mlp_up,questioner_full_r1,questioner_full,1,24903680,0.012189454410637547
model.layers.5.mlp.up_proj.weight,layer_05,mlp_up,questioner_full_r2,questioner_full,2,24903680,0.07343540385623672
model.layers.5.mlp.up_proj.weight,layer_05,mlp_up,questioner_full_r3,questioner_full,3,24903680,0.07704452169971128
model.layers.5.mlp.up_proj.weight,layer_05,mlp_up,questioner_full_r4,questioner_full,4,24903680,0.0827054067267456
model.layers.5.mlp.up_proj.weight,layer_05,mlp_up,questioner_full_r5,questioner_full,5,24903680,0.08534058443247763
model.layers.5.mlp.up_proj.weight,layer_05,mlp_up,solver_rank1_r1,solver_rank1,1,24903680,0.017189334666817907
model.layers.5.mlp.up_proj.weight,layer_05,mlp_up,solver_rank1_r2,solver_rank1,2,24903680,0.019076868544155665
model.layers.5.mlp.up_proj.weight,layer_05,mlp_up,solver_rank1_r3,solver_rank1,3,24903680,0.018324206691024067
model.layers.5.mlp.up_proj.weight,layer_05,mlp_up,solver_rank1_r4,solver_rank1,4,24903680,0.016591847880657918
model.layers.5.mlp.up_proj.weight,layer_05,mlp_up,solver_rank1_r5,solver_rank1,5,24903680,0.019269433331494817
model.layers.5.mlp.up_proj.weight,layer_05,mlp_up,solver_full_r1,solver_full,1,24903680,0.01843356407769707
model.layers.5.mlp.up_proj.weight,layer_05,mlp_up,solver_full_r2,solver_full,2,24903680,0.020888427084862077
model.layers.5.mlp.up_proj.weight,layer_05,mlp_up,solver_full_r3,solver_full,3,24903680,0.020201127098187024
model.layers.5.mlp.up_proj.weight,layer_05,mlp_up,solver_full_r4,solver_full,4,24903680,0.01838956556470984
model.layers.5.mlp.up_proj.weight,layer_05,mlp_up,solver_full_r5,solver_full,5,24903680,0.020495233325955063
model.layers.1.self_attn.k_proj.weight,layer_01,attention_k,questioner_full_r1,questioner_full,1,2621440,0.003940786356871283
model.layers.1.self_attn.k_proj.weight,layer_01,attention_k,questioner_full_r2,questioner_full,2,2621440,0.022426346324627297
model.layers.1.self_attn.k_proj.weight,layer_01,attention_k,questioner_full_r3,questioner_full,3,2621440,0.023288879581484557
model.layers.1.self_attn.k_proj.weight,layer_01,attention_k,questioner_full_r4,questioner_full,4,2621440,0.02522902229688043
model.layers.1.self_attn.k_proj.weight,layer_01,attention_k,questioner_full_r5,questioner_full,5,2621440,0.026006098699417505
model.layers.1.self_attn.k_proj.weight,layer_01,attention_k,solver_rank1_r1,solver_rank1,1,2621440,0.005425632217036279
model.layers.1.self_attn.k_proj.weight,layer_01,attention_k,solver_rank1_r2,solver_rank1,2,2621440,0.006343692234711225
model.layers.1.self_attn.k_proj.weight,layer_01,attention_k,solver_rank1_r3,solver_rank1,3,2621440,0.005792750940183851
model.layers.1.self_attn.k_proj.weight,layer_01,attention_k,solver_rank1_r4,solver_rank1,4,2621440,0.005916600992875306
model.layers.1.self_attn.k_proj.weight,layer_01,attention_k,solver_rank1_r5,solver_rank1,5,2621440,0.00617147762617071
model.layers.1.self_attn.k_proj.weight,layer_01,attention_k,solver_full_r1,solver_full,1,2621440,0.006098723616565416
model.layers.1.self_attn.k_proj.weight,layer_01,attention_k,solver_full_r2,solver_full,2,2621440,0.006962780559931854
model.layers.1.self_attn.k_proj.weight,layer_01,attention_k,solver_full_r3,solver_full,3,2621440,0.0064262866689053354
model.layers.1.self_attn.k_proj.weight,layer_01,attention_k,solver_full_r4,solver_full,4,2621440,0.00657780618733265
model.layers.1.self_attn.k_proj.weight,layer_01,attention_k,solver_full_r5,solver_full,5,2621440,0.006996752561055515
model.layers.16.input_layernorm.weight,layer_16,normalization,questioner_full_r1,questioner_full,1,2560,0.0
model.layers.16.input_layernorm.weight,layer_16,normalization,questioner_full_r2,questioner_full,2,2560,0.0
model.layers.16.input_layernorm.weight,layer_16,normalization,questioner_full_r3,questioner_full,3,2560,0.0
model.layers.16.input_layernorm.weight,layer_16,normalization,questioner_full_r4,questioner_full,4,2560,0.0
model.layers.16.input_layernorm.weight,layer_16,normalization,questioner_full_r5,questioner_full,5,2560,0.0
model.layers.16.input_layernorm.weight,layer_16,normalization,solver_rank1_r1,solver_rank1,1,2560,0.0
model.layers.16.input_layernorm.weight,layer_16,normalization,solver_rank1_r2,solver_rank1,2,2560,0.0
model.layers.16.input_layernorm.weight,layer_16,normalization,solver_rank1_r3,solver_rank1,3,2560,0.0
model.layers.16.input_layernorm.weight,layer_16,normalization,solver_rank1_r4,solver_rank1,4,2560,0.0
model.layers.16.input_layernorm.weight,layer_16,normalization,solver_rank1_r5,solver_rank1,5,2560,0.0
model.layers.16.input_layernorm.weight,layer_16,normalization,solver_full_r1,solver_full,1,2560,0.0
model.layers.16.input_layernorm.weight,layer_16,normalization,solver_full_r2,solver_full,2,2560,0.0
model.layers.16.input_layernorm.weight,layer_16,normalization,solver_full_r3,solver_full,3,2560,0.0
model.layers.16.input_layernorm.weight,layer_16,normalization,solver_full_r4,solver_full,4,2560,0.0
model.layers.16.input_layernorm.weight,layer_16,normalization,solver_full_r5,solver_full,5,2560,0.0
model.layers.26.self_attn.q_proj.weight,layer_26,attention_q,questioner_full_r1,questioner_full,1,10485760,0.007531820061494121
model.layers.26.self_attn.q_proj.weight,layer_26,attention_q,questioner_full_r2,questioner_full,2,10485760,0.058300666778019164
model.layers.26.self_attn.q_proj.weight,layer_26,attention_q,questioner_full_r3,questioner_full,3,10485760,0.055289232032767144
model.layers.26.self_attn.q_proj.weight,layer_26,attention_q,questioner_full_r4,questioner_full,4,10485760,0.05463844985656868
model.layers.26.self_attn.q_proj.weight,layer_26,attention_q,questioner_full_r5,questioner_full,5,10485760,0.05543719323996626
model.layers.26.self_attn.q_proj.weight,layer_26,attention_q,solver_rank1_r1,solver_rank1,1,10485760,0.010709782551129426
model.layers.26.self_attn.q_proj.weight,layer_26,attention_q,solver_rank1_r2,solver_rank1,2,10485760,0.011400809236242229
model.layers.26.self_attn.q_proj.weight,layer_26,attention_q,solver_rank1_r3,solver_rank1,3,10485760,0.011115438274505694
model.layers.26.self_attn.q_proj.weight,layer_26,attention_q,solver_rank1_r4,solver_rank1,4,10485760,0.01103696600175001
model.layers.26.self_attn.q_proj.weight,layer_26,attention_q,solver_rank1_r5,solver_rank1,5,10485760,0.010899916476523318
model.layers.26.self_attn.q_proj.weight,layer_26,attention_q,solver_full_r1,solver_full,1,10485760,0.011898977553745518
model.layers.26.self_attn.q_proj.weight,layer_26,attention_q,solver_full_r2,solver_full,2,10485760,0.012898381492189817
model.layers.26.self_attn.q_proj.weight,layer_26,attention_q,solver_full_r3,solver_full,3,10485760,0.012723398312177796
model.layers.26.self_attn.q_proj.weight,layer_26,attention_q,solver_full_r4,solver_full,4,10485760,0.01262230441852383
model.layers.26.self_attn.q_proj.weight,layer_26,attention_q,solver_full_r5,solver_full,5,10485760,0.012467245112677418
model.layers.5.input_layernorm.weight,layer_05,normalization,questioner_full_r1,questioner_full,1,2560,8.363574572029777e-06
model.layers.5.input_layernorm.weight,layer_05,normalization,questioner_full_r2,questioner_full,2,2560,3.79591748554532e-05
model.layers.5.input_layernorm.weight,layer_05,normalization,questioner_full_r3,questioner_full,3,2560,4.5896040926478205e-05
model.layers.5.input_layernorm.weight,layer_05,normalization,questioner_full_r4,questioner_full,4,2560,4.362213073411716e-05
model.layers.5.input_layernorm.weight,layer_05,normalization,questioner_full_r5,questioner_full,5,2560,4.800687007390297e-05
model.layers.5.input_layernorm.weight,layer_05,normalization,solver_rank1_r1,solver_rank1,1,2560,2.560649115503917e-05
model.layers.5.input_layernorm.weight,layer_05,normalization,solver_rank1_r2,solver_rank1,2,2560,2.676938760193171e-05
model.layers.5.input_layernorm.weight,layer_05,normalization,solver_rank1_r3,solver_rank1,3,2560,2.4543872638422238e-05
model.layers.5.input_layernorm.weight,layer_05,normalization,solver_rank1_r4,solver_rank1,4,2560,2.46997073998317e-05
model.layers.5.input_layernorm.weight,layer_05,normalization,solver_rank1_r5,solver_rank1,5,2560,1.7862309762897837e-05
model.layers.5.input_layernorm.weight,layer_05,normalization,solver_full_r1,solver_full,1,2560,2.5927472382814225e-05
model.layers.5.input_layernorm.weight,layer_05,normalization,solver_full_r2,solver_full,2,2560,2.9808997360396927e-05
model.layers.5.input_layernorm.weight,layer_05,normalization,solver_full_r3,solver_full,3,2560,2.452932099838177e-05
model.layers.5.input_layernorm.weight,layer_05,normalization,solver_full_r4,solver_full,4,2560,2.42221572219633e-05
model.layers.5.input_layernorm.weight,layer_05,normalization,solver_full_r5,solver_full,5,2560,1.90570880016256e-05
model.layers.20.mlp.gate_proj.weight,layer_20,mlp_gate,questioner_full_r1,questioner_full,1,24903680,0.013079635478958565
model.layers.20.mlp.gate_proj.weight,layer_20,mlp_gate,questioner_full_r2,questioner_full,2,24903680,0.08557381928902845
